,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc
09-5801,0,11/10/2010,11,2010,RUBEN FLORES-VILLAR PETITIONER v. UNITED STATES,1,0.272727273,0.666666667,-1,0.6,-0.777777778,6/13/2011,4,4,0,-0.094488189,0.173553719,-1,0.446043165,-0.544117647,0.062179184,0.033787922,-0.047666667,-0.054991127,-0.58452381,9.0,2.0,-1,9.0,0,1.0,-1,2,12.0,1,0,0,695,579,10,14,46,29,507,710,6,6,26,30,288,0,7,0,14,1,154,402,1,5,8,16,210,66,6,0,16,6
09-587,0,10/12/2010,10,2010,KELLY HARRINGTON WARDEN PETITIONER v. JOSHUA RICHTER,-10,-0.5,-0.2,-0.5,1,-0.4,1/19/2011,8,0,1,-0.026950355,-0.207612457,-0.286135693,0.64727955,-0.224778761,0.074797619,0.126258117,-0.179206349,0.203571429,0.032132353,5.0,3.0,9.0,9.0,1,2.0,4.0,1,12.0,1,0,0,364,343,10,1,14,9,353,229,10,4,16,7,222,121,10,1,16,7,94,441,1,15,6,34,348,219,14,8,24,14
09-60,0,3/31/2010,3,2010,JOSE ANGEL CARACHURI-ROSENDO v. ERIC H. HOLDER JR. ATTORNEY GENERAL,-14,-0.066666667,0.5,-0.25,-1,-1,6/14/2010,9,0,1,0.074626866,0.597080292,0.152882206,-0.765517241,-1,0.109436133,-0.212654321,-0.150955295,0.006473214,0.12014881,9.0,2.0,5.0,5.0,1,1.0,2.0,2,2.0,1,1,0,682,792,12,14,41,53,138,547,3,3,5,18,169,233,7,4,13,12,128,17,2,0,7,1,451,0,6,0,35,1
09-6338,0,3/30/2010,3,2010,PERCY DILLON v. UNITED STATES,-22,-0.157894737,-1,-0.333333333,-1,-0.333333333,6/17/2010,7,1,0,-0.424361493,-0.637554585,0.177083333,-0.65478424,-0.637894737,0.095875312,0.093457602,-0.07780303,0.235030726,-0.11271978,3.0,2.0,3.0,3.0,1,1.0,-1,1,11.0,1,0,0,725,350,7,5,35,21,377,83,8,1,15,3,169,226,5,9,16,15,443,92,9,1,37,4,389,86,11,2,21,7
09-658,0,10/12/2010,10,2010,JEFF PREMO SUPERINTENDENT OREGON STATE PENITENTIARY PETITIONER v. RANDY JOSEPH MOORE,13,0.428571429,1,-1,0,1,1/19/2011,8,0,1,0.50310559,-0.345323741,-1,-0.5,1,0.002130971,0.028125,0.006944444,0.0375,0.013888889,5.0,3.0,9.0,9.0,1,2.0,4.0,2,12.0,1,0,0,200,605,8,13,12,40,187,91,5,4,6,7,49,0,0,0,3,1,48,16,0,1,2,1,0,281,0,0,1,15
09-6822,1,12/6/2010,12,2010,JASON PEPPER PETITIONER v. UNITED STATES,-28,-0.714285714,-1,0,-0.8,-1,3/2/2011,6,2,1,-0.04815864,-0.060240964,0.727272727,-0.938556068,-0.147679325,0.02907523,0.045238095,0.059375,0.047822406,0.174460807,3.0,2.0,8.0,8.0,1,1.0,2.0,1,2.0,1,0,0,599,504,11,3,43,31,176,156,5,1,12,7,9,57,1,0,1,4,631,20,9,0,30,1,146,101,4,5,15,6
09-737,0,11/1/2010,11,2010,MICHELLE ORITZ PETITIONER v. PAULA JORDAN et al.,13,0.8,0.6,1,-1,0.111111111,1/24/2011,9,0,1,0.425968109,0.282586027,0.255319149,-0.285223368,0.174224344,-0.17078615,0.064238923,0.019940476,0.059627595,0.231108706,3.0,0.0,6.0,6.0,1,1.0,4.0,2,2.0,1,0,0,252,628,5,10,20,41,344,618,8,6,17,33,140,236,0,3,7,12,378,208,6,0,18,13,173,296,2,5,15,22
09-751,0,10/6/2010,10,2010,ALBERT SNYDER PETITIONER v. FRED W. PHELPS SR. et al.,-3,-1,-0.818181818,1,0.75,-0.222222222,3/2/2011,8,1,0,-0.25748503,-0.490333919,1,0.737864078,-0.346110485,-0.053904181,0.12577877,-0.109383754,0.115286797,0.042906746,0.0,15.0,4.0,4.0,1,2.0,1.5,3,12.0,1,0,0,540,310,13,0,39,8,458,145,10,3,30,8,0,211,0,1,1,8,92,537,3,14,8,36,599,297,21,14,40,25
09-804,-1,11/30/2010,11,2010,CIGNA CORPORATION et al. PETITIONERS v. JANICE C. AMARA et al. INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED,-2,-0.04,-0.142857143,0.272727273,-1,0,5/16/2011,8,0,1,0.208092486,-0.540816327,0.461988304,0.057239057,0.175384615,0.028223419,-0.112670068,0.185297619,-0.140634921,-0.034566327,1.0,11.0,2.0,2.0,1,2.0,2.0,8,11.0,1,0,0,548,966,10,22,39,61,302,90,4,2,11,4,147,382,5,3,14,20,143,157,0,1,7,7,184,200,17,13,25,24
09-834,1,10/13/2010,10,2010,KEVIN KASTEN PETITIONER v. SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,-2,0.263157895,0.666666667,-1,-1,-0.777777778,3/22/2011,6,2,1,-0.112781955,0.423014587,-0.445945946,-0.650793651,-0.607449857,0.091845928,-0.122098966,-0.295833333,-0.117,0.055472652,11.0,1.0,7.0,7.0,1,1.0,2.0,7,2.0,1,0,0,592,511,11,12,28,32,187,439,4,9,13,25,116,41,3,1,7,1,312,66,4,2,13,6,606,160,8,5,35,11
09-837,0,11/8/2010,11,2010,MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH et al. PETITIONERS v. UNITED STATES,-29,-1,-0.666666667,0,0,0,1/11/2011,8,0,0,-1,-0.611987382,0,-0.245283019,0,0.13012218,-0.007993197,0,-0.200744048,0,1.0,2.0,8.0,8.0,1,2.0,4.0,12,11.0,1,1,0,494,0,3,0,30,1,511,123,6,1,21,6,0,0,0,0,1,1,264,160,5,1,13,10,10,0,0,0,1,1
09-846,0,11/1/2010,11,2010,UNITED STATES PETITIONER v. TOHONO O'ODHAM NATION,-7,-0.142857143,-0.6,0.5,-0.714285714,0.2,4/26/2011,7,1,1,0.365177196,-0.447368421,0.570512821,-0.594454073,0.703703704,0.003477614,-0.081696429,-0.100555556,-0.133130787,0.006242857,2.0,6.0,13.0,13.0,1,2.0,4.0,2,12.0,1,0,0,206,443,4,6,12,26,385,147,1,0,22,5,67,274,2,2,3,21,465,117,8,2,23,5,84,483,3,9,9,28
09-868,0,11/29/2010,11,2010,ASHBEL T. WALL II DIRECTOR RHODE ISLAND DEPARTMENT OF CORRECTIONS PETITIONER v. KHALIL KHOLI,-23,0.222222222,-1,-1,0,-0.5,3/7/2011,9,0,0,0.420454545,-0.097345133,-0.315315315,0.39020979,-0.437057992,-0.075054113,0.084747024,0.099236111,-0.144518849,-0.147276979,0.0,3.0,1.0,1.0,1,2.0,4.0,1,2.0,1,0,0,255,628,5,18,19,62,189,154,5,5,19,9,146,76,0,2,5,5,218,498,6,13,9,28,512,199,13,4,43,16
09-893,0,11/9/2010,11,2010,AT&T MOBILITY LLC PETITIONER v. VINCENT CONCEPTION ET UX,2,0.333333333,-1,0,1,-0.142857143,4/27/2011,5,4,1,0.114285714,-0.488479263,0.263473054,0.698795181,-0.361797753,0.019894789,-0.168862434,0.067460317,0.189583333,0.124035218,1.0,14.0,9.0,9.0,1,2.0,2.0,8,12.0,1,0,0,403,512,8,10,24,36,323,111,6,1,18,8,123,211,0,4,8,13,54,286,0,4,5,18,303,142,12,0,25,6
09-9000,0,10/13/2010,10,2010,HENRY W. SKINNER PETITIONER v. LYNN SWITZER DISTRICT ATTORNEY FOR THE 31ST JUDICIAL DISTRICT OF TEXAS,-2,0.285714286,0,0,-0.25,-0.25,3/7/2011,6,3,1,0.724950884,0.099787686,-0.525885559,-0.601489758,0.053231939,-0.216212836,0.148928571,-0.161388889,-0.137026159,-0.078385417,3.0,0.0,5.0,5.0,1,1.0,2.0,2,2.0,1,0,0,140,887,5,10,10,47,212,259,2,2,9,15,280,130,2,2,14,7,430,107,4,1,23,10,253,277,4,3,22,16
09-907,-1,10/4/2010,10,2010,JASON M. RANSOM PETITIONER v. FIA CARD SERVICES N.A. FKA MBNA AMERICA BANK N.A.,3,-0.75,-1,0.2,1,-0.6,1/11/2011,8,1,0,-0.430575035,-0.901719902,0.160671463,0.668874172,-0.47850208,0.048396962,-0.177350427,-0.001704545,0.076977041,0.047668651,0.0,1.0,9.0,9.0,1,2.0,2.0,8,2.0,1,0,0,610,206,15,3,43,18,441,20,13,0,26,1,175,248,5,7,6,16,100,519,2,10,5,25,546,188,21,3,47,8
09-958,1,10/3/2011,10,2011,TOBY DOUGLAS DIRECTOR CALIFORNIA DEPARTMENT OF HEALTH CARE SERVICES PETITIONER v. INDEPENDENT LIVING CENTER OF SOUTHERN CALIFORNIA INC. et al.,5,1,-0.333333333,0,0.375,0,2/22/2012,5,4,1,1,-0.296703297,-0.06539075,0.493087558,0.069486405,-0.162446429,0.02026862,0.069828644,-0.094801587,0.062214286,0.0,1.0,9.0,9.0,1,1.0,2.0,2,11.0,1,1,0,0,888,0,9,1,54,236,128,6,2,16,10,334,293,3,5,21,18,165,490,1,6,10,30,154,177,4,3,13,14
09-987,1,11/3/2010,11,2010,ARIZONA CHRISTIAN SCHOOL TUITION ORGANIZATION PETITIONER v. KATHLEEN M. WINN et al.,1,-0.166666667,-0.714285714,-1,1,0.8,4/4/2011,5,4,1,-0.027375201,-0.495327103,-0.53633218,0.541484716,0.672908864,0.063260119,0.021768707,0.214781746,0.09877551,0.045932704,15.0,8.0,9.0,9.0,1,2.0,4.0,9,12.0,1,0,0,638,608,16,12,34,35,243,81,3,0,13,5,266,67,5,0,18,5,105,353,1,6,4,22,131,695,6,12,9,49
09-993,-1,3/30/2011,3,2011,PLIVIA INC. et al. PETITIONERS v. GLADYS MENSING,24,0.2,-1,0.5,1,0.777777778,6/23/2011,5,4,1,-0.038043478,-1,-0.300970874,0.472131148,0.576595745,-0.299003035,0.148639456,0.145634921,-0.051780754,-0.103672619,1.0,14.0,8.0,8.0,1,1.0,2.0,10,12.0,1,1,0,382,354,8,7,16,28,260,0,3,0,14,1,134,76,3,1,8,5,161,455,1,8,7,27,204,741,4,22,14,49
09-996,0,11/29/2010,11,2010,JAMES WALKER WARDEN et al. PETITIONERS v. CHARLES W. MARTIN,9,0.4,1,-1,0.714285714,0.111111111,2/23/2011,9,0,1,0.602312139,-0.213186813,-1,0.58699187,-0.237026648,-0.036213334,-0.028205128,-0.050530303,0.053388648,-0.264095644,5.0,3.0,9.0,9.0,1,2.0,4.0,2,11.0,1,0,0,200,693,3,14,14,44,276,181,7,4,13,12,167,0,6,0,12,1,131,488,2,9,6,32,442,272,9,9,26,14
10-10,1,3/23/2011,3,2011,MICHAEL D. TURNER PETITIONER v. REBECCA L. ROGERS et al.,-13,0.8,-0.142857143,-0.4,-0.333333333,-0.833333333,6/20/2011,5,4,1,0.957333333,-0.276872964,-0.081300813,0.030508475,0.050691244,-0.273152958,-0.101488095,0.022760989,-0.038435374,-0.098520422,0.0,7.0,0.0,0.0,1,1.0,2.0,1,5.0,1,0,0,8,381,1,14,1,35,392,222,8,4,16,9,266,226,4,4,12,10,146,153,3,4,13,12,412,483,9,13,21,26
10-1001,-1,10/4/2011,10,2011,LUIS MARIANO MARTINEZ PETITIONER v. CHARLES L. RYAN DIRECTOR ARIZONA DEPARTMENT OF CORRECTIONS,0,0.272727273,-1,0,-1,0,3/20/2012,7,2,1,0.207676491,-0.62962963,0.121281465,-0.36416185,-0.56284153,-0.051563853,-0.168016388,0.055384615,-0.145378151,-0.089955357,3.0,5.0,9.0,9.0,1,1.0,2.0,2,12.0,1,0,0,590,881,9,13,48,62,462,109,9,2,27,6,192,249,5,0,11,12,236,110,1,1,15,4,143,44,8,3,16,8
10-1016,0,1/11/2012,1,2012,DANIEL COLEMAN PETITIONER v. COURT OF APPEALS OF MARYLAND et al.,5,1,0.25,-1,-0.25,1,3/20/2012,5,4,0,1,-0.009771987,-1,-0.429530201,1,-0.085022848,0.173209485,0.2,-0.258928571,0.083333333,11.0,5.0,4.0,4.0,1,1.0,2.0,10,12.0,1,0,0,0,609,0,6,1,31,471,456,7,5,25,27,37,0,0,0,4,1,213,85,6,3,12,7,0,46,0,2,1,4
10-1018,1,1/17/2012,1,2012,STEVE A. FILARSKY PETITIONER v. NICHOLAS B. DELIA.,24,1,0,-1,0.666666667,0.647058824,4/17/2012,9,0,1,1,0.057401813,-1,0.282352941,0.469168901,0.000851254,-0.115327381,0.05530303,-0.07024294,-0.045992198,0.0,11.0,9.0,9.0,1,2.0,6.0,2,2.0,1,0,0,0,563,0,8,1,36,156,175,4,3,7,10,156,0,3,0,10,1,366,654,8,12,19,46,198,548,5,23,15,50
10-1024,0,11/30/2011,11,2011,FEDERAL AVIATION ADMINISTRATION et al. PETITIONERS v. STANMORE CAWTHON COOPER,0,1,-1,1,0,1,3/28/2012,5,3,1,0.226950355,-1,0.152941176,0.2,1,-0.296498145,-0.037704762,0.274603175,-0.307142857,-0.040532407,2.0,0.0,9.0,9.0,1,2.0,4.0,5,12.0,1,1,0,109,174,2,5,19,22,704,0,5,0,89,1,37,106,1,2,5,14,28,42,0,0,4,6,0,405,0,2,1,58
10-1042,1,2/21/2012,2,2012,TAMMY FORET FREEMAN et al. PETITIONERS v. QUICKEN LOANS INC.,-21,-0.642857143,-1,-1,-1,-0.368421053,5/24/2012,9,0,0,-0.524622456,-0.521410579,-1,-0.604395604,-0.176470588,-0.168339901,-0.002083333,-0.216666667,0.099010771,-0.148919695,0.0,1.0,5.0,5.0,1,1.0,2.0,8,12.0,1,0,0,1161,370,20,9,72,24,302,95,6,4,17,5,62,0,2,0,4,1,438,108,3,2,19,6,640,449,12,17,38,33
10-1062,0,1/9/2012,1,2012,CHANTELL SACKETT et vir PETITIONERS v. ENVIRONMENTAL PROTECTION AGENCY et al.,20,0.538461538,1,-1,0.8,-0.066666667,3/21/2012,9,0,1,0.394736842,-0.031784841,-0.847826087,0.030144168,-0.153043478,0.149384921,0.057880892,-0.425992063,0.065735931,0.086256334,0.0,2.0,9.0,9.0,1,1.0,2.0,8,12.0,1,1,0,297,592,1,7,15,41,211,198,7,6,12,14,255,21,10,2,17,2,370,395,6,8,22,29,672,487,21,8,40,23
10-1104,1,11/1/2011,11,2011,MARGARET MINNECI et al. v. RICHARD LEE POLLARD et al.,9,1,-1,-1,0.5,1,1/10/2012,8,1,1,1,-0.405172414,-1,0.427672956,0.873015873,0.025567581,0.001097132,0.138888889,0.058569902,0.058698157,11.0,3.0,9.0,9.0,1,2.0,1.5,1,12.0,1,0,0,0,557,0,9,1,35,326,138,7,3,20,9,117,0,7,0,12,1,182,454,1,6,8,26,24,354,2,12,2,24
10-1121,0,1/10/2012,1,2012,DIANNE KNOX et al. PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,-5,-1,-1,1,-0.142857143,-1,6/21/2012,7,2,1,-0.232142857,-1,0.592307692,0.419354839,-1,0.128130097,0.092207792,0.128501401,0.062093254,0.172638528,11.0,12.0,9.0,9.0,1,2.0,4.0,7,12.0,1,0,0,692,344,8,5,35,14,192,0,1,0,9,1,53,207,4,3,5,14,236,572,5,2,11,26,359,0,9,0,24,1
10-114,0,3/22/2011,3,2011,RICKY D FOX PETITIONER v. JUDY ANN VICE AS EXECUTRIX OF THE ESTATE OF VICE et al.,-7,0,0.4,-0.2,-0.5,0,6/6/2011,9,0,1,0,0.068249258,-0.349693252,-0.449951409,-0.350253807,0,-0.120638528,0.465178571,-0.064916891,-0.06726661,11.0,11.0,5.0,5.0,1,2.0,2.0,6,2.0,1,0,0,0,0,0,0,1,1,314,360,3,4,9,17,110,53,2,0,6,3,746,283,10,4,38,11,266,128,1,6,14,7
10-1150,-1,12/7/2011,12,2011,MAYO COLLABORATIVE SERVICES DBA MAYO MEDICAL LABORATORIES et al. PETITIONERS v. PROMETHEUS LABORATORIES INC.,-1,0.571428571,0,-0.333333333,0,-0.777777778,3/20/2012,9,0,1,0.242394504,-0.083333333,-0.451104101,0.822393822,-0.619469027,0.013201134,-0.070666667,-0.076214543,-0.083174603,0.16188998,1.0,1.0,9.0,13.0,0,2.0,1.5,8,12.0,1,0,0,392,765,7,9,64,124,78,66,1,1,10,8,239,788,1,4,36,86,23,236,0,3,3,34,453,43,13,1,82,8
10-1195,0,11/28/2011,11,2011,MARCUS D. MIMS PETITIONER v. ARROW FINANCIAL SERVICES LLC,2,-0.555555556,0.428571429,-0.333333333,-0.666666667,0.5,1/18/2012,9,0,1,-0.014608234,0.516666667,-0.945945946,-0.545590433,0.566666667,0.077863488,-0.098504646,0.019791667,-0.030779221,0.194190705,14.0,1.0,11.0,11.0,1,1.0,2.0,8,2.0,1,0,0,384,371,4,6,54,48,118,558,3,5,18,79,216,6,3,1,27,3,693,152,12,2,98,20,95,288,4,6,17,42
10-1211,0,1/18/2012,1,2012,PANAGIS VARTELAS PETITIONER v. ERIC H. HOLDER JR. ATTORNEY GENERAL,16,1,0.5,0,0.333333333,0.25,3/28/2012,6,3,1,1,0.642553191,-1,-0.010189229,-0.512528474,-0.012639147,0.083549784,-0.333333333,0.01605042,0.210937102,9.0,2.0,2.0,2.0,1,1.0,2.0,2,2.0,1,1,0,0,729,0,8,1,44,42,193,2,5,2,10,31,0,1,0,1,1,351,340,4,6,17,22,664,214,7,4,30,15
10-1219,0,1/9/2012,1,2012,DAVID J. KAPPOS UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR PATENT AND TRADEMARK OFFICE PETITIONER v. GILBERT P. HYATT,-12,0.142857143,-1,-0.333333333,0.142857143,-1,4/18/2012,9,0,0,0.279792746,-0.61774744,-0.269624573,0.308270677,-1,0.055436298,-0.044393939,-0.104166667,0.106174734,0.079415584,2.0,0.0,12.0,13.0,0,2.0,2.0,8,12.0,1,1,0,278,494,4,2,18,22,237,60,6,3,9,4,186,107,2,6,10,8,184,348,3,4,9,17,119,0,7,0,17,1
10-1259,0,11/8/2011,11,2011,UNITED STATES PETITIONER v. ANTOINE JONES,-5,-0.666666667,-0.428571429,-0.2,0.090909091,0.076923077,1/23/2012,9,0,0,0.056451613,-0.678899083,0.299638989,-0.143451143,0.246589717,-0.03784143,-0.130314626,-0.025477994,-0.000800093,-0.068203245,2.0,0.0,12.0,12.0,1,1.0,1.5,1,12.0,1,0,0,468,524,3,3,22,22,366,70,4,1,19,6,234,362,2,5,17,27,550,417,9,7,27,32,359,642,6,10,20,40
10-1261,-1,11/29/2011,11,2011,CREDIT SUISSE SECURITIES (USA) LLC et al. PETITIONERS v. VANESSA SIMMONDS,6,1,-1,0,0,1,3/26/2012,8,0,1,1,-0.518672199,0,0,0.829126214,-0.078612479,0.125793651,0,0,-0.089388528,1.0,0.0,9.0,9.0,1,1.0,9.0,8,12.0,1,0,0,0,300,0,6,1,50,313,58,1,0,43,9,0,0,0,0,1,1,0,0,0,0,1,1,44,471,1,4,8,60
10-1265,0,12/6/2011,12,2011,MICHAEL MARTEL WARDEN PETITIONER v. KENNETH CLAIR,-1,-0.25,0,0,0.714285714,-1,3/5/2012,9,0,1,-0.233974359,0.008849558,1,0.772511848,-1,0.021930507,-0.099359668,-0.071666667,0.089146904,0.269517196,5.0,3.0,9.0,9.0,1,2.0,5.0,2,12.0,1,0,0,385,271,4,5,46,37,112,114,3,1,16,15,94,78,1,0,13,8,48,399,0,5,5,71,57,564,4,1,12,63
10-1293,-1,1/10/2012,1,2012,FEDERAL COMMUNICATIONS COMMISSION et al. PETITIONERS v. FOX TELEVISION STATIONS INC. et al. FEDERAL COMMUNICATIONS COMMISSION et al. PETITIONERS v. ABC INC. et al.,10,0.411764706,-1,0.6,0.666666667,0.142857143,6/21/2012,8,0,0,0.169110459,-1,-0.220264317,0.817567568,-0.082644628,-0.013845755,0.073651349,0.167948718,-0.014511494,0.095459072,2.0,1.0,2.0,2.0,1,1.0,-1,4,12.0,1,0,0,425,608,3,9,24,43,335,0,1,0,14,1,279,177,5,4,20,13,54,551,0,0,3,34,137,114,2,3,10,10
10-1320,0,2/22/2012,2,2012,ALEX BLUEFORD PETITIONER v. ARKANSAS,-21,-1,-1,-1,-1,-0.6,5/24/2012,6,3,0,-0.836512262,0.443155452,-1,-0.889298893,-0.455377574,0.322709627,0.285185185,-0.011458333,-0.103212396,0.167788462,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,674,60,17,1,63,6,120,311,1,4,5,14,383,0,5,0,26,1,256,15,5,0,22,1,320,119,3,8,20,10
10-1399,-1,1/11/2012,1,2012,DANA ROBERTS PETITIONER v. SEA-LAND SERVICES INC. et al.,13,0.647058824,-1,1,0.6,0.071428571,3/20/2012,8,1,0,-0.271389144,0.34351145,1,0.508052709,-0.237979306,0.077284761,0.199687951,0,-0.037153105,-0.055146186,11.0,1.0,9.0,9.0,1,1.0,2.0,8,2.0,1,1,0,715,398,6,6,44,34,134,264,4,3,9,9,0,46,0,1,1,4,182,545,1,6,10,30,1027,630,21,9,90,78
10-1472,0,2/21/2012,2,2012,KOUICHI TANIGUCHI PETITIONER v. KAN PACIFIC SAIPAN LTD. DBA MARIANAS RESORT AND SPA,-14,-0.333333333,0,-1,0,0,5/21/2012,6,3,1,0.042713568,-0.305882353,-1,0.322115385,0.462184874,0.031874954,0.303125,-0.056730769,-0.178214286,-0.1906853,9.0,1.0,9.0,9.0,1,1.0,2.0,9,2.0,1,0,0,381,415,6,3,21,17,111,59,3,0,4,3,280,0,11,0,16,1,141,275,1,6,9,12,102,279,3,7,11,15
10-1491,1,10/1/2012,10,2012,ESTHER KIOBEL INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND DR. BARINEM KIOBEL et al. PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.,5,1,1,1,-0.6,-0.333333333,4/17/2013,9,0,0,0.687253614,0.533333333,-0.463291139,-0.894736842,-0.80104712,-0.111744412,0.032096273,0.042412873,-0.060201149,0.006666667,9.0,1.0,2.0,2.0,1,1.0,9.0,9,11.0,1,0,0,119,688,2,9,15,40,102,322,2,3,6,19,289,106,1,2,11,8,328,26,1,0,18,3,172,19,7,0,15,3
10-1542,-1,1/18/2012,1,2012,ERIC H. HOLDER JR. ATTORNEY GENERAL PETITIONER  v. CARLOS MARTINEZ GUTIERREZ,4,-0.666666667,0.333333333,-0.2,1,0.090909091,5/21/2012,9,0,1,-0.517915309,0.451807229,-0.346938776,0.539325843,0.257403189,0.085719638,0.129031877,-0.073752834,0.205,-0.02106956,2.0,9.0,9.0,9.0,1,2.0,2.0,2,2.0,1,1,0,466,148,10,2,37,9,94,241,2,4,5,17,330,160,10,3,17,10,123,411,1,6,6,24,163,276,9,8,18,15
10-174,1,4/19/2011,4,2011,AMERICAN ELECTRIC POWER COMPANY INC. et al. PETITIONERS v. CONNECTICUT ET AL,5,1,0,-1,0.333333333,-0.125,6/20/2011,8,0,1,1,0.179425837,-0.928802589,0.261101243,-0.062787136,-0.147338936,-0.103000992,-0.062673611,-0.085132675,0.073611503,1.0,5.0,2.0,2.0,1,2.0,5.0,8,12.0,1,1,0,0,260,0,5,1,12,343,493,4,5,19,15,329,11,4,0,24,1,416,710,3,17,17,35,347,306,11,10,25,31
10-179,1,1/18/2011,1,2011,HOWARD K. STERN EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL PETITIONER v. ELAINE T. MARSHALL EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL,0,0,1,0,-1,-0.666666667,6/23/2011,5,4,0,0.804459691,0.112068966,-0.675675676,-0.846153846,-0.271794872,-0.059533208,-0.050757576,0.05,0.091709184,0.136865079,7.0,0.0,9.0,9.0,1,1.0,4.0,14,12.0,1,0,0,57,531,1,9,3,29,206,258,4,3,10,15,93,18,1,2,6,3,204,17,0,0,11,1,248,142,2,3,14,6
10-188,-1,3/1/2011,3,2011,SCHINDLER ELEVATOR CORPORATION PETITIONER v. UNITED STATES ex rel. DANIEL KIRK,5,1,-0.5,-1,0,1,5/16/2011,5,3,1,1,-0.799582463,-0.318518519,0.124223602,1,-0.1356408,-0.0748779,-0.084047619,-0.109104938,-0.100416667,0.0,2.0,2.0,2.0,1,2.0,5.0,5,12.0,1,1,0,0,352,0,9,1,26,431,59,3,2,12,3,89,46,2,1,5,3,141,181,1,3,6,10,0,387,0,8,1,26
10-209,1,10/31/2011,10,2011,BLAINE LAFLER PETITIONER v. ANTHONY COOPER,15,-0.25,0.428571429,-0.166666667,1,0.333333333,3/21/2012,5,4,1,-0.091503268,0.566473988,0.00952381,0.591531756,-0.144508671,-0.081601481,-0.261604599,-0.027465304,-0.117923461,-0.201889994,3.0,5.0,6.0,6.0,1,1.0,2.0,2,12.0,1,0,0,501,594,9,9,35,36,75,285,3,4,5,19,364,378,7,7,27,26,164,642,2,14,10,40,297,272,7,11,22,31
10-218,1,12/7/2011,12,2011,PPL MONTANA LLC PETITIONER v. MONTANA,6,0.4,1,0.6,-0.6,0.5,2/22/2012,9,0,1,0.382113821,-0.125,0.850847458,-0.370304114,0.76534296,0.02010744,-0.3,0.013873626,-0.084003623,-0.142131696,1.0,5.0,0.0,0.0,1,2.0,2.0,8,12.0,1,0,0,242,425,1,8,35,60,99,77,1,2,12,13,190,273,3,5,28,37,383,357,1,2,49,45,65,540,2,11,16,69
10-224,1,11/9/2011,11,2011,NATIONAL MEAT ASSOCIATION PETITIONER v. KAMALA D. HARRIS ATTORNEY GENERAL OF CALIFORNIA et al.,-2,0.111111111,-1,0,0.555555556,0.142857143,1/23/2012,9,0,1,0.364116095,-0.103448276,-1,0.405128205,0.541625857,-0.048871528,0.0375,0.0625,0.095121173,-0.02533864,1.0,0.0,9.0,9.0,1,1.0,1.5,10,12.0,1,0,0,242,525,2,9,19,34,32,26,2,2,2,2,64,0,2,0,2,1,174,411,3,5,10,17,255,789,13,10,19,49
10-235,0,3/28/2011,3,2011,CSX TRANSPORTATION INC. PETITIONER v. ROBERT MCBRIDE,-5,-1,-0.6,0.333333333,-1,0.466666667,6/23/2011,5,4,0,0.120274914,-0.681917211,0.100529101,-0.906158358,0.521126761,0.217063492,0.17550207,0.215625,0.030338542,0.106520429,1.0,11.0,7.0,7.0,1,2.0,2.0,8,11.0,1,0,0,128,163,4,0,10,9,386,73,13,3,26,4,85,104,5,4,6,7,325,16,4,0,13,1,187,594,8,24,12,53
